Theta,Phi
43.658,-11.385
43.624,-11.313
43.591,-11.240
43.558,-11.168
43.524,-11.095
43.491,-11.023
43.457,-10.951
43.423,-10.879
43.390,-10.807
43.322,-10.663
43.288,-10.591
43.254,-10.519
43.221,-10.448
43.187,-10.376
43.152,-10.305
43.119,-10.233
43.084,-10.162
43.050,-10.091
42.982,-9.949
42.948,-9.878
42.913,-9.807
42.879,-9.736
42.844,-9.666
42.809,-9.595
42.775,-9.524
42.740,-9.454
42.706,-9.384
42.636,-9.243
42.601,-9.173
42.567,-9.103
42.532,-9.033
42.497,-8.963
42.462,-8.894
42.427,-8.824
42.391,-8.754
42.321,-8.615
42.286,-8.546
42.251,-8.477
42.215,-8.408
42.180,-8.338
42.144,-8.269
42.109,-8.200
42.074,-8.131
42.038,-8.063
42.002,-7.994
41.931,-7.857
41.895,-7.788
41.859,-7.720
41.824,-7.652
41.788,-7.584
41.752,-7.515
41.716,-7.447
41.680,-7.379
41.644,-7.311
41.608,-7.244
41.535,-7.108
41.499,-7.041
41.463,-6.973
41.426,-6.906
41.390,-6.839
41.353,-6.771
41.317,-6.704
41.281,-6.637
41.244,-6.570
41.207,-6.503
41.134,-6.369
41.097,-6.303
41.061,-6.236
41.024,-6.170
40.987,-6.103
40.950,-6.037
40.913,-5.971
40.876,-5.904
40.839,-5.838
40.765,-5.706
40.728,-5.640
40.690,-5.574
40.653,-5.509
40.616,-5.443
40.578,-5.377
40.541,-5.312
40.504,-5.246
40.466,-5.181
40.429,-5.116
40.354,-4.986
40.316,-4.921
40.278,-4.856
40.241,-4.791
40.203,-4.726
40.165,-4.661
40.127,-4.596
40.089,-4.532
40.051,-4.468
40.013,-4.403
39.938,-4.274
39.899,-4.210
39.861,-4.146
39.823,-4.082
39.785,-4.018
39.747,-3.954
39.708,-3.890
39.670,-3.827
39.632,-3.763
39.593,-3.699
39.516,-3.572
39.478,-3.509
39.439,-3.446
39.401,-3.382
39.362,-3.319
39.323,-3.256
39.285,-3.193
39.246,-3.130
39.207,-3.068
39.168,-3.005
39.091,-2.879
39.052,-2.817
39.013,-2.754
38.974,-2.692
38.935,-2.630
38.896,-2.568
38.856,-2.505
38.817,-2.443
38.778,-2.381
38.739,-2.319
38.660,-2.195
38.621,-2.134
38.582,-2.072
38.542,-2.010
38.503,-1.949
38.463,-1.888
38.424,-1.826
38.384,-1.765
38.344,-1.703
38.265,-1.581
38.226,-1.520
38.186,-1.459
38.146,-1.398
38.106,-1.338
38.066,-1.277
38.026,-1.216
37.986,-1.156
37.946,-1.095
37.906,-1.034
37.826,-0.914
37.786,-0.854
37.746,-0.793
37.706,-0.733
37.666,-0.673
37.626,-0.613
37.585,-0.553
37.545,-0.494
37.504,-0.434
37.464,-0.374
37.383,-0.255
37.343,-0.196
37.302,-0.136
37.262,-0.077
37.221,-0.017
37.181,-0.042
37.140,-0.101
37.099,-0.160
37.058,-0.219
37.018,-0.278
36.936,-0.396
36.895,-0.454
36.854,-0.513
36.813,-0.572
36.772,-0.630
36.731,-0.689
36.690,-0.747
36.649,-0.805
36.608,-0.864
36.526,-0.980
36.485,1.038
36.444,1.096
36.402,1.154
36.361,1.212
36.320,1.270
36.278,1.328
36.237,1.385
36.196,1.443
36.154,1.500
36.071,1.615
36.030,1.672
35.988,1.730
35.946,1.787
35.905,1.844
35.863,1.901
35.821,1.958
35.780,2.015
35.738,2.072
35.696,2.129
35.613,2.242
35.571,2.299
35.529,2.356
35.487,2.412
35.445,2.468
35.403,2.525
35.361,2.581
35.319,2.638
35.277,2.694
35.192,2.806
35.150,2.862
35.108,2.918
35.066,2.974
35.024,3.029
34.981,3.085
34.939,3.141
34.897,3.196
34.854,3.252
34.812,3.307
34.727,3.418
34.684,3.474
34.642,3.529
34.599,3.584
34.557,3.639
34.514,3.694
34.471,3.749
34.429,3.804
34.386,3.859
34.343,3.914
34.258,4.024
34.215,4.078
34.172,4.133
34.129,4.188
34.086,4.242
34.043,4.296
34.000,4.351
33.958,4.405
33.914,4.459
33.871,4.513
33.785,4.622
33.742,4.676
33.699,4.729
33.656,4.783
33.613,4.837
33.569,4.891
33.526,4.945
33.483,4.998
33.439,5.052
33.396,5.106
33.309,5.212
33.266,5.266
33.223,5.319
33.179,5.372
33.136,5.426
33.092,5.479
33.049,5.532
33.005,5.585
32.961,5.638
32.918,5.691
32.830,5.796
32.787,5.849
32.743,5.902
32.699,5.954
32.655,6.007
32.612,6.059
32.568,6.112
32.524,6.164
32.480,6.217
32.392,6.321
32.348,6.373
32.304,6.426
32.260,6.478
32.216,6.530
32.172,6.582
32.128,6.634
32.084,6.685
32.040,6.737
31.996,6.789
31.907,6.892
31.863,6.944
31.819,6.996
31.774,7.047
31.730,7.098
31.686,7.150
31.641,7.201
31.597,7.252
31.553,7.304
31.508,7.355
31.419,7.457
31.375,7.508
31.330,7.559
31.286,7.610
31.241,7.661
31.197,7.711
31.152,7.762
31.108,7.813
31.063,7.863
30.973,7.964
30.929,8.015
30.884,8.066
30.839,8.116
30.794,8.166
30.749,8.216
30.705,8.267
30.660,8.317
30.615,8.367
30.525,8.467
30.480,8.517
30.435,8.567
30.390,8.617
30.345,8.667
30.300,8.717
30.255,8.766
30.165,8.866
30.120,8.915
30.074,8.965
30.029,9.014
29.984,9.064
29.939,9.113
29.894,9.162
29.848,9.212
29.803,9.261
29.712,9.359
29.667,9.408
29.622,9.458
29.576,9.506
29.531,9.555
29.486,9.604
29.440,9.653
29.394,9.702
29.349,9.751
29.304,9.799
29.212,9.897
29.167,9.945
29.121,9.994
29.076,10.042
29.030,10.091
28.984,10.139
28.939,10.188
28.893,10.236
28.847,10.284
28.801,10.332
28.710,10.428
28.664,10.476
28.618,10.524
28.572,10.572
28.527,10.620
28.481,10.668
28.435,10.716
28.389,10.764
28.343,10.812
28.251,10.907
28.205,10.954
28.159,11.002
28.113,11.050
28.067,11.097
28.021,11.144
27.975,11.192
27.929,11.239
27.882,11.287
27.836,11.334
27.744,11.428
27.698,11.475
27.651,11.522
27.605,11.569
27.559,11.616
27.513,11.663
27.466,11.710
27.420,11.757
27.374,11.804
27.327,11.851
27.234,11.944
27.188,11.991
27.142,12.038
27.095,12.084
27.049,12.131
27.002,12.177
26.956,12.224
26.909,12.270
26.863,12.316
26.816,12.362
26.723,12.455
26.676,12.501
26.630,12.548
26.583,12.594
26.536,12.639
26.490,12.686
26.443,12.732
26.396,12.778
26.349,12.823
26.303,12.869
26.209,12.961
26.162,13.007
26.116,13.052
26.069,13.098
26.022,13.144
25.975,13.189
25.928,13.235
25.881,13.280
25.834,13.326
25.740,13.416
25.693,13.462
25.646,13.507
25.599,13.552
25.552,13.598
25.505,13.643
25.458,13.688
25.411,13.733
25.364,13.778
25.317,13.823
25.223,13.913
25.176,13.958
25.128,14.003
25.081,14.048
25.034,14.093
24.987,14.137
24.939,14.182
24.892,14.227
24.845,14.271
24.798,14.316
24.703,14.405
24.656,14.450
24.608,14.494
24.561,14.539
24.514,14.583
24.466,14.627
24.419,14.672
24.371,14.716
24.324,14.760
24.276,14.804
24.181,14.893
24.134,14.937
24.086,14.981
24.039,15.025
23.991,15.069
23.944,15.113
23.896,15.157
23.849,15.201
23.801,15.244
23.706,15.332
23.658,15.376
23.611,15.420
23.563,15.463
23.515,15.507
23.467,15.551
23.420,15.594
23.372,15.638
23.324,15.681
23.276,15.725
23.181,15.811
23.133,15.855
23.085,15.898
23.037,15.941
22.989,15.985
22.942,16.028
22.894,16.071
22.846,16.114
22.798,16.157
22.750,16.201
22.654,16.287
22.606,16.330
22.558,16.372
22.510,16.416
22.462,16.458
22.414,16.501
22.366,16.544
22.318,16.587
22.270,16.630
22.222,16.672
22.126,16.758
22.078,16.801
22.029,16.843
21.981,16.886
21.933,16.928
21.885,16.971
21.837,17.013
21.789,17.056
21.740,17.098
21.644,17.183
21.596,17.225
21.548,17.268
21.499,17.310
21.451,17.352
21.402,17.394
21.354,17.436
21.306,17.478
21.258,17.521
21.209,17.562
21.112,17.647
21.064,17.689
21.016,17.731
20.967,17.772
20.919,17.814
20.870,17.856
20.822,17.898
20.774,17.940
20.725,17.982
20.628,18.065
20.579,18.107
20.531,18.149
20.482,18.190
20.434,18.232
20.385,18.273
20.337,18.315
20.288,18.356
20.240,18.398
20.191,18.439
20.094,18.522
20.045,18.564
19.996,18.605
19.948,18.646
19.899,18.688
19.851,18.729
19.802,18.770
19.753,18.811
19.704,18.853
19.656,18.894
19.558,18.976
19.509,19.017
19.461,19.058
19.412,19.099
19.363,19.140
19.314,19.181
19.265,19.222
19.216,19.263
19.168,19.304
19.119,19.344
19.021,19.426
18.972,19.467
18.923,19.508
18.874,19.548
18.826,19.589
18.776,19.630
18.728,19.670
18.679,19.711
18.630,19.751
18.581,19.792
18.483,19.873
18.434,19.914
18.385,19.954
18.336,19.994
18.287,20.035
18.238,20.075
18.189,20.116
18.139,20.156
18.090,20.196
17.992,20.277
17.943,20.317
17.894,20.357
17.845,20.398
17.796,20.438
17.747,20.478
17.698,20.518
17.648,20.558
17.599,20.598
17.550,20.638
17.451,20.718
17.402,20.758
17.353,20.798
17.304,20.838
17.255,20.878
17.205,20.918
17.156,20.958
17.107,20.997
17.058,21.037
17.008,21.077
16.910,21.156
16.860,21.196
16.811,21.236
16.762,21.275
16.712,21.315
16.663,21.355
16.614,21.394
16.564,21.434
16.515,21.473
16.416,21.552
16.367,21.592
16.317,21.631
16.268,21.671
16.218,21.710
16.169,21.749
16.119,21.789
16.021,21.868
15.971,21.907
15.921,21.946
15.872,21.985
15.822,22.025
15.773,22.064
15.724,22.103
15.674,22.142
15.624,22.181
15.575,22.221
15.476,22.299
15.426,22.338
15.377,22.377
15.327,22.416
15.278,22.455
15.228,22.494
15.178,22.533
15.129,22.572
15.079,22.611
15.029,22.650
14.930,22.728
14.880,22.766
14.831,22.805
14.781,22.844
14.731,22.883
14.682,22.921
14.632,22.960
14.582,22.999
14.532,23.038
14.483,23.076
14.383,23.154
14.334,23.192
14.284,23.231
14.234,23.269
14.184,23.308
14.134,23.347
14.085,23.385
14.035,23.424
13.985,23.462
13.885,23.539
13.836,23.578
13.786,23.616
13.736,23.654
13.686,23.693
13.636,23.731
13.586,23.769
13.536,23.808
13.487,23.846
13.437,23.884
13.337,23.961
13.287,23.999
13.237,24.038
13.187,24.076
13.137,24.114
13.087,24.152
13.038,24.190
12.987,24.228
12.938,24.266
12.888,24.305
12.788,24.381
12.738,24.419
12.688,24.457
12.638,24.495
12.588,24.533
12.538,24.571
12.488,24.609
12.438,24.647
12.388,24.685
12.338,24.723
12.237,24.799
12.188,24.836
12.138,24.874
12.087,24.912
12.037,24.950
11.987,24.988
11.937,25.026
11.887,25.063
11.837,25.101
11.787,25.139
11.687,25.214
11.636,25.252
11.586,25.290
11.536,25.328
11.486,25.365
11.436,25.403
11.386,25.440
11.336,25.478
11.286,25.516
11.185,25.591
11.135,25.628
11.085,25.666
11.035,25.703
10.984,25.741
10.934,25.778
10.884,25.816
10.834,25.853
10.784,25.891
10.733,25.928
10.633,26.003
10.583,26.041
10.532,26.078
10.482,26.115
10.432,26.152
10.382,26.190
10.331,26.227
10.281,26.264
10.231,26.302
10.181,26.339
10.080,26.414
10.030,26.451
9.979,26.488
9.929,26.526
9.879,26.563
9.829,26.600
9.778,26.637
9.728,26.674
9.678,26.711
9.627,26.749
9.527,26.823
9.476,26.860
9.426,26.897
9.376,26.934
9.325,26.971
9.275,27.008
9.224,27.045
9.174,27.082
9.124,27.119
9.023,27.193
8.972,27.231
8.922,27.268
8.872,27.304
8.821,27.341
8.771,27.378
8.720,27.415
8.670,27.452
8.619,27.489
8.569,27.526
8.468,27.600
8.418,27.637
8.368,27.674
8.317,27.710
8.266,27.747
8.216,27.784
8.166,27.821
8.115,27.858
8.065,27.894
8.014,27.931
7.913,28.005
7.863,28.042
7.812,28.078
7.762,28.115
7.711,28.152
7.661,28.189
7.610,28.225
7.560,28.262
7.509,28.299
7.408,28.372
7.358,28.409
7.307,28.445
7.257,28.482
7.206,28.519
7.156,28.555
7.105,28.592
7.054,28.628
7.004,28.665
6.953,28.702
6.852,28.775
6.802,28.811
6.751,28.848
6.701,28.884
6.650,28.921
6.599,28.958
6.549,28.994
6.498,29.031
6.448,29.067
6.397,29.104
6.296,29.176
6.245,29.213
6.195,29.249
6.144,29.286
6.093,29.322
6.043,29.359
5.992,29.395
5.942,29.432
5.891,29.468
5.790,29.541
5.739,29.577
5.688,29.614
5.638,29.650
5.587,29.686
5.536,29.723
5.486,29.759
5.435,29.796
5.385,29.832
5.334,29.868
5.233,29.941
5.182,29.977
5.131,30.013
5.081,30.050
5.030,30.086
4.979,30.122
4.929,30.159
4.878,30.195
4.827,30.231
4.777,30.268
4.675,30.340
4.625,30.376
4.574,30.412
4.523,30.449
4.472,30.485
4.422,30.521
4.371,30.558
4.321,30.594
4.270,30.630
4.219,30.666
4.118,30.738
4.067,30.774
4.016,30.811
3.966,30.847
3.915,30.883
3.864,30.919
3.813,30.956
3.763,30.992
3.712,31.028
3.611,31.100
3.560,31.136
3.509,31.172
3.458,31.208
3.407,31.244
3.357,31.281
3.306,31.317
3.256,31.353
3.205,31.389
3.154,31.425
3.052,31.497
3.002,31.533
2.951,31.569
2.900,31.606
2.849,31.642
2.799,31.678
2.748,31.714
2.697,31.750
2.647,31.786
2.596,31.822
2.494,31.894
2.444,31.930
2.393,31.966
2.342,32.002
2.291,32.038
2.241,32.074
2.190,32.111
2.139,32.146
2.088,32.182
1.987,32.254
1.936,32.291
1.885,32.327
1.834,32.363
1.784,32.399
1.733,32.435
1.682,32.471
1.631,32.507
1.581,32.543
1.530,32.579
1.428,32.651
1.378,32.687
1.327,32.723
1.276,32.759
1.225,32.795
1.174,32.831
1.124,32.867
1.022,32.939
-0.971,32.975
-0.921,33.011
-0.870,33.047
-0.819,33.082
-0.768,33.119
-0.718,33.155
-0.667,33.191
-0.616,33.227
-0.514,33.299
-0.464,33.334
-0.413,33.371
-0.362,33.406
-0.311,33.442
-0.260,33.478
-0.210,33.514
-0.159,33.550
-0.108,33.586
-0.057,33.622
-0.044,33.694
-0.095,33.730
-0.146,33.766
-0.197,33.802
-0.248,33.838
-0.298,33.874
-0.349,33.910
-0.400,33.946
-0.451,33.982
-0.501,34.018
-0.603,34.090
-0.654,34.126
-0.704,34.162
-0.755,34.198
-0.806,34.234
-0.857,34.270
-0.908,34.306
-0.958,34.342
-1.009,34.378
-1.060,34.414
-1.161,34.486
-1.212,34.522
-1.263,34.558
-1.314,34.594
-1.364,34.630
-1.415,34.666
-1.466,34.702
-1.517,34.738
-1.568,34.774
-1.618,34.810
-1.720,34.882
-1.771,34.918
-1.821,34.954
-1.872,34.990
-1.923,35.026
-1.974,35.062
-2.024,35.098
-2.075,35.134
-2.126,35.170
-2.227,35.242
-2.278,35.278
-2.329,35.314
-2.379,35.350
-2.430,35.386
-2.481,35.422
-2.532,35.458
-2.582,35.494
-2.633,35.530
-2.684,35.566
-2.786,35.639
-2.836,35.675
-2.887,35.711
-2.938,35.747
-2.988,35.783
-3.039,35.819
-3.090,35.855
-3.141,35.891
-3.191,35.927
-3.242,35.963
-3.343,36.036
-3.394,36.072
-3.445,36.108
-3.496,36.144
-3.546,36.180
-3.597,36.216
-3.648,36.252
-3.698,36.288
-3.749,36.324
-3.800,36.361
-3.901,36.433
-3.952,36.469
-4.003,36.505
-4.053,36.541
-4.104,36.578
-4.155,36.614
-4.205,36.650
-4.256,36.686
-4.307,36.723
-4.408,36.795
-4.459,36.831
-4.509,36.867
-4.560,36.903
-4.611,36.940
-4.661,36.976
-4.712,37.012
-4.763,37.048
-4.813,37.085
-4.864,37.121
-4.965,37.193
-5.016,37.230
-5.067,37.266
-5.117,37.302
-5.168,37.339
-5.219,37.375
-5.269,37.411
-5.320,37.448
-5.371,37.484
-5.421,37.520
-5.522,37.593
-5.573,37.629
-5.624,37.666
-5.674,37.702
-5.725,37.738
-5.775,37.774
-5.826,37.811
-5.877,37.847
-5.927,37.884
-5.978,37.920
-6.079,37.993
-6.129,38.029
-6.180,38.066
-6.231,38.102
-6.281,38.139
-6.332,38.175
-6.382,38.212
-6.433,38.248
-6.484,38.284
-6.585,38.358
-6.635,38.394
-6.686,38.431
-6.736,38.467
-6.787,38.504
-6.837,38.540
-6.888,38.577
-6.938,38.613
-6.989,38.650
-7.039,38.686
-7.141,38.759
-7.191,38.796
-7.241,38.833
-7.292,38.869
-7.342,38.906
-7.393,38.943
-7.444,38.979
-7.494,39.016
-7.544,39.052
-7.595,39.089
-7.696,39.163
-7.746,39.199
-7.797,39.236
-7.847,39.273
-7.898,39.309
-7.948,39.346
-7.999,39.383
-8.049,39.420
-8.099,39.457
-8.150,39.493
-8.251,39.567
-8.301,39.604
-8.352,39.641
-8.402,39.677
-8.452,39.714
-8.503,39.751
-8.553,39.788
-8.604,39.825
-8.654,39.862
-8.755,39.936
-8.805,39.973
-8.856,40.009
-8.906,40.046
-8.956,40.083
-9.007,40.120
-9.057,40.157
-9.108,40.194
-9.158,40.231
-9.208,40.268
-9.309,40.342
-9.359,40.379
-9.409,40.416
-9.460,40.453
-9.510,40.491
-9.560,40.527
-9.611,40.565
-9.661,40.602
-9.711,40.639
-9.762,40.676
-9.862,40.751
-9.912,40.788
-9.963,40.825
-10.013,40.862
-10.063,40.899
-10.113,40.936
-10.164,40.974
-10.214,41.011
-10.264,41.048
-10.314,41.086
-10.415,41.160
-10.465,41.198
-10.515,41.235
-10.566,41.272
-10.616,41.309
-10.666,41.347
-10.716,41.384
-10.766,41.422
-10.816,41.459
-10.917,41.534
-10.967,41.571
-11.017,41.609
-11.067,41.646
-11.117,41.684
-11.167,41.721
-11.218,41.759
-11.268,41.796
-11.318,41.834
-11.368,41.872
-11.468,41.947
-11.518,41.984
-11.568,42.022
-11.618,42.060
-11.668,42.097
-11.718,42.135
-11.769,42.173
-11.819,42.211
-11.869,42.248
-11.919,42.286
-12.019,42.361
-12.069,42.399
-12.119,42.437
-12.169,42.475
-12.219,42.513
-12.269,42.551
-12.319,42.588
-12.369,42.626
-12.419,42.664
-12.469,42.702
-12.569,42.778
-12.619,42.816
-12.669,42.854
-12.718,42.892
-12.768,42.930
-12.818,42.968
-12.868,43.006
-12.918,43.044
-12.968,43.082
-13.018,43.120
-13.118,43.196
-13.167,43.234
-13.218,43.273
-13.267,43.311
-13.317,43.349
-13.367,43.387
-13.417,43.426
-13.467,43.464
-13.516,43.502
-13.616,43.579
-13.666,43.617
-13.716,43.655
-13.766,43.694
-13.815,43.732
-13.865,43.770
-13.915,43.809
-13.965,43.847
-14.064,43.924
-14.114,43.963
-14.164,44.001
-14.213,44.040
-14.263,44.078
-14.313,44.117
-14.362,44.155
-14.412,44.194
-14.511,44.271
-14.561,44.310
-14.611,44.348
-14.660,44.387
-14.710,44.426
-14.760,44.465
-14.809,44.503
-14.859,44.542
-14.909,44.581
-14.958,44.620
-15.057,44.698
-15.107,44.736
-15.156,44.775
-15.206,44.814
-15.256,44.853
-15.305,44.892
-15.355,44.931
-15.404,44.970
-15.454,45.009
-15.503,45.048
-15.602,45.126
-15.652,45.165
-15.701,45.204
-15.751,45.243
-15.800,45.282
-15.849,45.322
-15.899,45.361
-15.948,45.400
-15.998,45.439
-16.047,45.479
-16.146,45.557
-16.195,45.597
-16.245,45.636
-16.294,45.675
-16.344,45.715
-16.393,45.754
-16.442,45.794
-16.492,45.833
-16.541,45.872
-16.639,45.951
-16.689,45.991
-16.738,46.031
-16.787,46.070
-16.837,46.110
-16.886,46.149
-16.935,46.189
-16.984,46.229
-17.034,46.268
-17.083,46.308
-17.181,46.388
-17.230,46.427
-17.279,46.467
-17.329,46.507
-17.378,46.547
-17.427,46.587
-17.476,46.627
-17.525,46.667
-17.574,46.707
-17.624,46.747
-17.722,46.827
-17.771,46.867
-17.820,46.907
-17.869,46.947
-17.918,46.987
-17.967,47.027
-18.016,47.068
-18.065,47.108
-18.114,47.148
-18.163,47.188
-18.261,47.269
-18.310,47.309
-18.359,47.349
-18.408,47.390
-18.457,47.430
-18.506,47.471
-18.555,47.511
-18.604,47.552
-18.652,47.592
-18.750,47.673
-18.799,47.714
-18.848,47.754
-18.897,47.795
-18.946,47.836
-18.994,47.876
-19.043,47.917
-19.092,47.958
-19.141,47.999
-19.190,48.039
-19.287,48.121
-19.336,48.162
-19.385,48.203
-19.433,48.244
-19.482,48.285
-19.531,48.326
-19.579,48.367
-19.628,48.408
-19.677,48.449
-19.726,48.490
-19.823,48.572
-19.871,48.613
-19.920,48.655
-19.969,48.696
-20.017,48.737
-20.066,48.778
-20.114,48.820
-20.163,48.861
-20.211,48.902
-20.260,48.944
-20.357,49.027
-20.405,49.068
-20.454,49.110
-20.502,49.151
-20.551,49.193
-20.599,49.234
-20.648,49.276
-20.696,49.318
-20.744,49.359
-20.793,49.401
-20.890,49.485
-20.938,49.526
-20.986,49.568
-21.035,49.610
-21.083,49.652
-21.131,49.694
-21.179,49.736
-21.228,49.778
-21.276,49.820
-21.372,49.904
-21.421,49.946
-21.469,49.988
-21.517,50.031
-21.565,50.073
-21.614,50.115
-21.662,50.157
-21.710,50.199
-21.758,50.242
-21.806,50.284
-21.902,50.369
-21.951,50.411
-21.999,50.454
-22.047,50.496
-22.095,50.539
-22.142,50.581
-22.191,50.624
-22.239,50.667
-22.287,50.709
-22.335,50.752
-22.431,50.838
-22.478,50.880
-22.526,50.923
-22.574,50.966
-22.622,51.009
-22.670,51.052
-22.718,51.095
-22.766,51.138
-22.814,51.181
-22.861,51.224
-22.957,51.310
-23.005,51.353
-23.053,51.396
-23.100,51.440
-23.148,51.483
-23.196,51.526
-23.244,51.569
-23.291,51.613
-23.339,51.656
-23.387,51.700
-23.482,51.787
-23.529,51.830
-23.577,51.874
-23.625,51.918
-23.672,51.961
-23.720,52.005
-23.767,52.048
-23.815,52.092
-23.862,52.136
-23.910,52.180
-24.005,52.268
-24.052,52.311
-24.100,52.355
-24.147,52.399
-24.194,52.443
-24.242,52.488
-24.289,52.531
-24.337,52.576
-24.384,52.620
-24.431,52.664
-24.526,52.752
-24.573,52.797
-24.621,52.841
-24.668,52.886
-24.715,52.930
-24.762,52.974
-24.809,53.019
-24.857,53.063
-24.904,53.108
-24.951,53.152
-25.045,53.242
-25.092,53.287
-25.139,53.331
-25.187,53.376
-25.234,53.421
-25.281,53.466
-25.328,53.511
-25.375,53.556
-25.422,53.601
-25.516,53.691
-25.563,53.736
-25.610,53.781
-25.656,53.826
-25.703,53.871
-25.750,53.917
-25.797,53.962
-25.844,54.007
-25.891,54.053
-25.938,54.098
-26.031,54.189
-26.078,54.234
-26.125,54.280
-26.171,54.326
-26.218,54.371
-26.265,54.417
-26.312,54.463
-26.358,54.509
-26.405,54.554
-26.451,54.600
-26.545,54.692
-26.591,54.738
-26.638,54.784
-26.684,54.830
-26.731,54.876
-26.777,54.922
-26.824,54.969
-26.870,55.015
-26.917,55.061
-26.963,55.107
-27.056,55.200
-27.102,55.246
-27.149,55.293
-27.195,55.339
-27.241,55.386
-27.288,55.432
-27.334,55.479
-27.380,55.526
-27.426,55.573
-27.519,55.666
-27.565,55.713
-27.611,55.760
-27.658,55.807
-27.704,55.854
-27.750,55.901
-27.796,55.948
-27.842,55.995
-27.888,56.042
-27.934,56.089
-28.026,56.184
-28.072,56.231
-28.118,56.279
-28.164,56.326
-28.210,56.373
-28.256,56.421
-28.301,56.468
-28.347,56.516
-28.439,56.611
-28.485,56.659
-28.531,56.707
-28.576,56.755
-28.622,56.802
-28.668,56.851
-28.714,56.898
-28.759,56.946
-28.805,56.994
-28.896,57.091
-28.942,57.139
-28.987,57.187
-29.033,57.235
-29.078,57.284
-29.124,57.332
-29.169,57.380
-29.215,57.429
-29.260,57.478
-29.351,57.574
-29.397,57.623
-29.442,57.672
-29.487,57.721
-29.533,57.769
-29.578,57.818
-29.623,57.867
-29.669,57.916
-29.714,57.965
-29.759,58.014
-29.849,58.112
-29.894,58.161
-29.940,58.211
-29.985,58.260
-30.030,58.309
-30.075,58.359
-30.120,58.408
-30.165,58.458
-30.210,58.507
-30.255,58.556
-30.345,58.656
-30.390,58.706
-30.435,58.755
-30.480,58.805
-30.524,58.855
-30.569,58.905
-30.614,58.955
-30.659,59.005
-30.704,59.055
-30.748,59.105
-30.838,59.205
-30.882,59.256
-30.927,59.306
-30.972,59.356
-31.016,59.407
-31.061,59.457
-31.106,59.508
-31.150,59.558
-31.194,59.609
-31.239,59.659
-31.328,59.761
-31.372,59.812
-31.417,59.863
-31.461,59.914
-31.506,59.964
-31.550,60.016
-31.594,60.067
-31.638,60.118
-31.682,60.169
-31.771,60.271
-31.815,60.323
-31.859,60.374
-31.903,60.426
-31.948,60.477
-31.992,60.529
-32.036,60.580
-32.080,60.632
-32.124,60.684
-32.168,60.736
-32.256,60.839
-32.299,60.891
-32.343,60.943
-32.387,60.995
-32.431,61.047
-32.475,61.099
-32.519,61.152
-32.562,61.204
-32.606,61.256
-32.650,61.309
-32.737,61.413
-32.781,61.466
-32.824,61.519
-32.868,61.571
-32.911,61.624
-32.955,61.677
-32.999,61.729
-33.042,61.782
-33.086,61.835
-33.129,61.888
-33.216,61.994
-33.259,62.048
-33.302,62.101
-33.346,62.154
-33.389,62.208
-33.432,62.261
-33.475,62.314
-33.518,62.368
-33.562,62.421
-33.605,62.475
-33.691,62.582
-33.734,62.636
-33.777,62.690
-33.820,62.744
-33.863,62.798
-33.906,62.852
-33.949,62.906
-33.992,62.960
-34.034,63.014
-34.077,63.068
-34.163,63.177
-34.206,63.232
-34.248,63.286
-34.291,63.341
-34.334,63.395
-34.376,63.450
-34.419,63.505
-34.461,63.559
-34.504,63.614
-34.589,63.724
-34.631,63.779
-34.674,63.834
-34.716,63.889
-34.759,63.945
-34.801,64.000
-34.843,64.055
-34.886,64.111
-34.928,64.166
-34.970,64.222
-35.054,64.333
-35.097,64.389
-35.139,64.444
-35.181,64.500
-35.223,64.556
-35.265,64.612
-35.307,64.668
-35.349,64.724
-35.391,64.780
-35.432,64.836
-35.516,64.949
-35.558,65.005
-35.600,65.062
-35.642,65.118
-35.683,65.175
-35.725,65.232
-35.767,65.288
-35.808,65.345
-35.850,65.402
-35.891,65.459
-35.974,65.573
-36.016,65.630
-36.057,65.687
-36.099,65.744
-36.140,65.802
-36.181,65.859
-36.223,65.916
-36.264,65.974
-36.305,66.031
-36.346,66.089
-36.429,66.204
-36.470,66.262
-36.511,66.320
-36.552,66.378
-36.593,66.436
-36.634,66.494
-36.675,66.552
-36.716,66.610
-36.757,66.669
-36.798,66.727
-36.879,66.844
-36.920,66.902
-36.961,66.961
-37.001,67.020
-37.042,67.078
-37.083,67.137
-37.123,67.196
-37.164,67.255
-37.204,67.314
-37.286,67.432
-37.326,67.491
-37.366,67.551
-37.407,67.610
-37.447,67.669
-37.487,67.729
-37.527,67.789
-37.568,67.848
-37.608,67.908
-37.648,67.968
-37.728,68.087
-37.768,68.147
-37.808,68.208
-37.848,68.268
-37.888,68.328
-37.928,68.388
-37.968,68.448
-38.008,68.509
-38.048,68.569
-38.087,68.629
-38.167,68.751
-38.206,68.812
-38.246,68.872
-38.286,68.933
-38.325,68.994
-38.365,69.055
-38.404,69.116
-38.444,69.178
-38.483,69.239
-38.522,69.300
-38.601,69.423
-38.640,69.484
-38.679,69.546
-38.719,69.607
-38.758,69.669
-38.797,69.731
-38.836,69.793
-38.875,69.855
-38.914,69.917
-38.953,69.979
-39.031,70.104
-39.069,70.166
-39.108,70.228
-39.147,70.291
-39.186,70.353
-39.224,70.416
-39.263,70.479
-39.302,70.541
-39.340,70.604
-39.418,70.730
-39.456,70.793
-39.494,70.856
-39.533,70.919
-39.571,70.983
-39.609,71.046
-39.648,71.109
-39.686,71.173
-39.724,71.236
