Theta,Phi
-12.914,-167.506
-12.864,-167.468
-12.814,-167.430
-12.764,-167.392
-12.714,-167.354
-12.665,-167.316
-12.615,-167.278
-12.515,-167.202
-12.465,-167.164
-12.415,-167.126
-12.365,-167.088
-12.315,-167.051
-12.265,-167.013
-12.215,-166.975
-12.165,-166.937
-12.115,-166.899
-12.065,-166.862
-11.966,-166.786
-11.916,-166.748
-11.866,-166.711
-11.816,-166.673
-11.766,-166.635
-11.716,-166.598
-11.666,-166.560
-11.615,-166.522
-11.565,-166.485
-11.465,-166.410
-11.415,-166.372
-11.365,-166.334
-11.315,-166.297
-11.265,-166.259
-11.215,-166.222
-11.165,-166.184
-11.115,-166.147
-11.065,-166.109
-11.015,-166.072
-10.914,-165.997
-10.864,-165.960
-10.814,-165.922
-10.764,-165.885
-10.714,-165.848
-10.664,-165.810
-10.614,-165.773
-10.563,-165.736
-10.513,-165.698
-10.413,-165.624
-10.363,-165.586
-10.312,-165.549
-10.262,-165.512
-10.212,-165.475
-10.162,-165.438
-10.112,-165.400
-10.062,-165.363
-10.011,-165.326
-9.961,-165.289
-9.861,-165.214
-9.811,-165.177
-9.760,-165.140
-9.710,-165.103
-9.660,-165.066
-9.610,-165.029
-9.559,-164.992
-9.509,-164.955
-9.459,-164.918
-9.409,-164.881
-9.308,-164.807
-9.258,-164.770
-9.208,-164.733
-9.157,-164.696
-9.107,-164.659
-9.056,-164.622
-9.006,-164.585
-8.956,-164.548
-8.906,-164.511
-8.855,-164.474
-8.755,-164.401
-8.704,-164.364
-8.654,-164.327
-8.604,-164.290
-8.553,-164.253
-8.503,-164.216
-8.452,-164.179
-8.402,-164.142
-8.352,-164.106
-8.251,-164.032
-8.201,-163.996
-8.150,-163.959
-8.100,-163.922
-8.049,-163.885
-7.999,-163.849
-7.949,-163.812
-7.898,-163.775
-7.848,-163.738
-7.798,-163.702
-7.697,-163.628
-7.646,-163.592
-7.596,-163.555
-7.545,-163.519
-7.495,-163.482
-7.444,-163.445
-7.394,-163.409
-7.344,-163.372
-7.293,-163.336
-7.243,-163.299
-7.142,-163.226
-7.091,-163.189
-7.041,-163.153
-6.990,-163.116
-6.940,-163.080
-6.889,-163.043
-6.839,-163.007
-6.788,-162.970
-6.738,-162.934
-6.688,-162.897
-6.586,-162.824
-6.536,-162.788
-6.485,-162.751
-6.435,-162.715
-6.384,-162.678
-6.334,-162.642
-6.283,-162.606
-6.233,-162.569
-6.182,-162.533
-6.081,-162.460
-6.031,-162.424
-5.980,-162.387
-5.930,-162.351
-5.879,-162.314
-5.829,-162.278
-5.778,-162.242
-5.728,-162.206
-5.677,-162.169
-5.626,-162.133
-5.525,-162.060
-5.474,-162.024
-5.424,-161.987
-5.373,-161.951
-5.323,-161.915
-5.272,-161.879
-5.171,-161.806
-5.121,-161.770
-5.070,-161.734
-5.019,-161.698
-4.969,-161.661
-4.918,-161.625
-4.868,-161.589
-4.817,-161.552
-4.766,-161.516
-4.665,-161.444
-4.614,-161.408
-4.564,-161.372
-4.513,-161.335
-4.462,-161.299
-4.412,-161.263
-4.361,-161.227
-4.311,-161.191
-4.260,-161.154
-4.209,-161.118
-4.108,-161.046
-4.058,-161.010
-4.007,-160.974
-3.956,-160.938
-3.906,-160.902
-3.855,-160.866
-3.804,-160.829
-3.754,-160.793
-3.703,-160.757
-3.652,-160.721
-3.551,-160.649
-3.500,-160.613
-3.450,-160.577
-3.399,-160.541
-3.348,-160.504
-3.298,-160.469
-3.247,-160.432
-3.196,-160.396
-3.146,-160.360
-3.095,-160.324
-2.994,-160.252
-2.943,-160.216
-2.892,-160.180
-2.842,-160.144
-2.791,-160.108
-2.740,-160.072
-2.689,-160.036
-2.639,-160.000
-2.588,-159.964
-2.487,-159.892
-2.436,-159.856
-2.385,-159.820
-2.335,-159.784
-2.284,-159.748
-2.233,-159.712
-2.182,-159.676
-2.132,-159.640
-2.081,-159.604
-2.031,-159.568
-1.929,-159.496
-1.878,-159.460
-1.828,-159.424
-1.777,-159.388
-1.726,-159.352
-1.676,-159.316
-1.625,-159.280
-1.574,-159.244
-1.523,-159.208
-1.473,-159.172
-1.371,-159.100
-1.321,-159.064
-1.270,-159.028
-1.219,-158.992
-1.168,-158.957
-1.118,-158.921
-1.067,-158.885
-1.016,-158.849
-0.966,-158.813
-0.915,-158.777
-0.813,-158.705
-0.762,-158.669
-0.712,-158.633
-0.661,-158.597
-0.610,-158.561
-0.560,-158.525
-0.509,-158.489
-0.458,-158.453
-0.408,-158.418
-0.306,-158.346
-0.255,-158.309
-0.204,-158.274
-0.154,-158.238
-0.103,-158.202
-0.052,-158.166
-0.002,-158.130
-0.049,-158.094
-0.100,-158.058
-0.151,-158.022
-0.252,-157.950
-0.303,-157.914
-0.354,-157.878
-0.404,-157.842
-0.455,-157.806
-0.506,-157.771
-0.556,-157.734
-0.607,-157.699
-0.658,-157.663
-0.709,-157.627
-0.810,-157.555
-0.861,-157.519
-0.912,-157.483
-0.962,-157.447
1.013,-157.411
1.064,-157.375
1.114,-157.339
1.165,-157.303
1.216,-157.267
1.267,-157.231
1.368,-157.159
1.419,-157.123
1.469,-157.088
1.520,-157.051
1.571,-157.016
1.622,-156.979
1.672,-156.944
1.723,-156.908
1.774,-156.872
1.875,-156.800
1.926,-156.764
1.977,-156.728
2.027,-156.692
2.078,-156.656
2.129,-156.620
2.179,-156.584
2.230,-156.548
2.281,-156.512
2.332,-156.476
2.433,-156.404
2.484,-156.368
2.534,-156.332
2.585,-156.296
2.636,-156.259
2.687,-156.224
2.737,-156.188
2.788,-156.151
2.839,-156.116
2.889,-156.079
2.991,-156.007
3.041,-155.971
3.092,-155.935
3.143,-155.899
3.194,-155.863
3.244,-155.827
3.295,-155.791
3.346,-155.755
3.396,-155.719
3.447,-155.683
3.548,-155.611
3.599,-155.574
3.650,-155.538
3.700,-155.502
3.751,-155.466
3.802,-155.430
3.852,-155.394
3.903,-155.358
3.954,-155.322
4.055,-155.249
4.106,-155.213
4.156,-155.177
4.207,-155.141
4.258,-155.105
4.308,-155.069
4.359,-155.032
4.409,-154.996
4.460,-154.960
4.511,-154.924
4.612,-154.851
4.663,-154.815
4.713,-154.779
4.764,-154.743
4.815,-154.706
4.865,-154.670
4.916,-154.634
4.966,-154.598
5.017,-154.561
5.068,-154.525
5.169,-154.453
5.219,-154.416
5.270,-154.380
5.321,-154.344
5.371,-154.308
5.422,-154.271
5.472,-154.235
5.523,-154.199
5.574,-154.162
5.624,-154.126
5.726,-154.053
5.776,-154.017
5.827,-153.981
5.877,-153.944
5.928,-153.908
5.978,-153.871
6.029,-153.835
6.079,-153.799
6.130,-153.762
6.181,-153.726
6.282,-153.653
6.332,-153.617
6.383,-153.580
6.433,-153.544
6.484,-153.507
6.534,-153.471
6.585,-153.434
6.636,-153.398
6.686,-153.361
6.787,-153.288
6.837,-153.252
6.888,-153.215
6.939,-153.179
6.989,-153.142
7.040,-153.106
7.090,-153.069
7.141,-153.033
7.191,-152.996
7.242,-152.959
7.342,-152.886
7.393,-152.849
7.444,-152.813
7.494,-152.776
7.544,-152.739
7.595,-152.703
7.645,-152.666
7.696,-152.629
7.746,-152.593
7.797,-152.556
7.898,-152.483
7.948,-152.446
7.999,-152.409
8.049,-152.372
8.099,-152.336
8.150,-152.299
8.200,-152.262
8.251,-152.225
8.301,-152.189
8.402,-152.115
8.452,-152.078
8.502,-152.041
8.553,-152.004
8.603,-151.968
8.654,-151.931
8.704,-151.894
8.754,-151.857
8.805,-151.820
8.855,-151.783
8.956,-151.709
9.006,-151.672
9.057,-151.635
9.107,-151.598
9.157,-151.561
9.208,-151.524
9.258,-151.487
9.308,-151.450
9.359,-151.413
9.409,-151.376
9.509,-151.302
9.560,-151.265
9.610,-151.228
9.660,-151.191
9.711,-151.154
9.761,-151.116
9.811,-151.079
9.912,-151.005
9.962,-150.968
10.012,-150.931
10.062,-150.893
10.113,-150.856
10.163,-150.819
10.213,-150.782
10.263,-150.744
10.314,-150.707
10.414,-150.633
10.464,-150.595
10.514,-150.558
10.565,-150.521
10.615,-150.483
10.665,-150.446
10.715,-150.408
10.766,-150.371
10.816,-150.334
10.866,-150.296
10.966,-150.221
11.016,-150.184
11.066,-150.146
11.117,-150.109
11.167,-150.071
11.217,-150.034
11.267,-149.996
11.317,-149.959
11.367,-149.921
11.417,-149.884
11.518,-149.808
11.567,-149.771
11.618,-149.733
11.668,-149.695
11.718,-149.658
11.768,-149.620
11.818,-149.582
11.868,-149.544
11.918,-149.507
11.968,-149.469
12.068,-149.394
12.118,-149.356
12.168,-149.318
12.218,-149.280
12.268,-149.242
12.318,-149.204
12.368,-149.166
12.418,-149.129
12.468,-149.091
12.518,-149.053
12.618,-148.977
12.668,-148.939
12.718,-148.901
12.768,-148.863
12.817,-148.825
12.868,-148.787
12.917,-148.749
12.968,-148.711
13.017,-148.672
13.067,-148.634
13.167,-148.558
13.217,-148.520
13.267,-148.482
13.316,-148.444
13.366,-148.405
13.416,-148.367
13.466,-148.329
13.516,-148.291
13.566,-148.252
13.616,-148.214
13.715,-148.137
13.765,-148.099
13.815,-148.061
13.864,-148.022
13.914,-147.984
13.964,-147.945
14.014,-147.907
14.064,-147.868
14.113,-147.830
14.213,-147.753
14.262,-147.714
14.312,-147.676
14.362,-147.637
14.412,-147.599
14.461,-147.560
14.511,-147.521
14.561,-147.483
14.610,-147.444
14.660,-147.405
14.759,-147.328
14.809,-147.289
14.859,-147.250
14.908,-147.211
14.958,-147.173
15.008,-147.134
15.057,-147.095
15.107,-147.056
15.156,-147.017
15.206,-146.978
15.305,-146.900
15.354,-146.861
15.404,-146.822
15.454,-146.783
15.503,-146.744
15.552,-146.705
15.602,-146.666
15.652,-146.627
15.701,-146.588
15.751,-146.549
15.849,-146.470
15.899,-146.431
15.948,-146.392
15.998,-146.353
16.047,-146.313
16.097,-146.274
16.146,-146.235
16.196,-146.196
16.245,-146.156
16.344,-146.077
16.393,-146.038
16.442,-145.998
16.492,-145.959
16.541,-145.919
16.591,-145.880
16.640,-145.840
16.689,-145.801
16.738,-145.761
16.788,-145.722
16.886,-145.642
16.936,-145.603
16.985,-145.563
17.034,-145.523
17.083,-145.483
17.132,-145.444
17.182,-145.404
17.231,-145.364
17.280,-145.324
17.329,-145.284
17.428,-145.204
17.477,-145.165
17.526,-145.125
17.575,-145.085
17.624,-145.045
17.673,-145.005
17.722,-144.964
17.772,-144.924
17.821,-144.884
17.870,-144.844
17.968,-144.764
18.017,-144.724
18.066,-144.684
18.115,-144.643
18.164,-144.603
18.213,-144.563
18.262,-144.522
18.311,-144.482
18.360,-144.442
18.409,-144.401
18.507,-144.320
18.556,-144.280
18.605,-144.239
18.654,-144.199
18.703,-144.158
18.752,-144.118
18.801,-144.077
18.849,-144.036
18.898,-143.996
18.996,-143.914
19.045,-143.874
19.094,-143.833
19.142,-143.792
19.191,-143.751
19.240,-143.710
19.289,-143.669
19.338,-143.629
19.386,-143.588
19.484,-143.506
19.533,-143.465
19.581,-143.424
19.630,-143.383
19.679,-143.341
19.728,-143.300
19.776,-143.259
19.825,-143.218
19.873,-143.177
19.922,-143.136
20.019,-143.053
20.068,-143.012
20.117,-142.970
20.165,-142.929
20.214,-142.888
20.262,-142.846
20.311,-142.805
20.359,-142.763
20.408,-142.722
20.456,-142.680
20.553,-142.597
20.602,-142.555
20.650,-142.514
20.699,-142.472
20.747,-142.430
20.796,-142.388
20.844,-142.347
20.892,-142.305
20.941,-142.263
20.989,-142.221
21.086,-142.137
21.134,-142.095
21.182,-142.053
21.231,-142.011
21.279,-141.969
21.328,-141.927
21.376,-141.885
21.424,-141.843
21.472,-141.801
21.521,-141.759
21.617,-141.674
21.665,-141.632
21.713,-141.589
21.761,-141.547
21.810,-141.505
21.858,-141.462
21.906,-141.420
21.954,-141.377
22.002,-141.335
22.098,-141.249
22.146,-141.207
22.194,-141.164
22.242,-141.122
22.291,-141.079
22.339,-141.036
22.387,-140.993
22.434,-140.951
22.482,-140.908
22.531,-140.865
22.626,-140.779
22.674,-140.736
22.722,-140.693
22.770,-140.650
22.818,-140.607
22.866,-140.564
22.914,-140.521
22.962,-140.478
23.009,-140.434
23.057,-140.391
23.153,-140.304
23.201,-140.261
23.248,-140.218
23.296,-140.174
23.344,-140.131
23.391,-140.088
23.439,-140.044
23.487,-140.000
23.534,-139.957
23.582,-139.913
23.678,-139.826
23.725,-139.782
23.772,-139.738
23.820,-139.694
23.868,-139.651
23.915,-139.607
23.963,-139.563
24.010,-139.519
24.058,-139.475
24.105,-139.431
24.200,-139.343
24.248,-139.299
24.295,-139.255
24.342,-139.211
24.390,-139.166
24.438,-139.122
24.485,-139.078
24.579,-138.989
24.627,-138.945
24.674,-138.900
24.721,-138.856
24.769,-138.811
24.816,-138.767
24.863,-138.722
24.910,-138.677
24.958,-138.633
25.052,-138.543
25.099,-138.499
25.146,-138.454
25.193,-138.409
25.241,-138.364
25.288,-138.319
25.335,-138.274
25.382,-138.229
25.429,-138.184
25.523,-138.094
25.570,-138.049
25.617,-138.003
25.664,-137.958
25.711,-137.913
25.758,-137.868
25.805,-137.822
25.851,-137.777
25.898,-137.731
25.945,-137.686
26.039,-137.595
26.086,-137.549
26.132,-137.504
26.179,-137.458
26.226,-137.412
26.273,-137.366
26.320,-137.321
26.366,-137.275
26.413,-137.229
26.460,-137.183
26.553,-137.091
26.600,-137.045
26.646,-136.999
26.693,-136.953
26.739,-136.907
26.786,-136.861
26.832,-136.814
26.879,-136.768
26.926,-136.722
26.972,-136.675
27.065,-136.582
27.111,-136.536
27.158,-136.489
27.204,-136.443
27.251,-136.396
27.297,-136.349
27.343,-136.303
27.389,-136.256
27.436,-136.209
27.528,-136.116
27.575,-136.069
27.621,-136.022
27.667,-135.974
27.713,-135.927
27.759,-135.880
27.806,-135.833
27.852,-135.786
27.898,-135.739
27.944,-135.692
28.036,-135.597
28.082,-135.549
28.128,-135.502
28.174,-135.454
28.220,-135.407
28.266,-135.359
28.312,-135.312
28.358,-135.264
28.404,-135.216
28.450,-135.169
28.541,-135.073
28.587,-135.025
28.633,-134.977
28.679,-134.929
28.725,-134.881
28.770,-134.833
28.816,-134.785
28.862,-134.737
28.908,-134.688
28.953,-134.640
29.044,-134.544
29.090,-134.495
29.136,-134.447
29.181,-134.398
29.227,-134.350
29.272,-134.301
29.318,-134.252
29.363,-134.204
29.409,-134.155
29.499,-134.057
29.545,-134.008
29.590,-133.959
29.636,-133.911
29.681,-133.862
29.726,-133.812
29.771,-133.763
29.817,-133.714
29.862,-133.665
29.907,-133.616
29.998,-133.517
30.043,-133.468
30.088,-133.418
30.133,-133.369
30.178,-133.319
30.223,-133.269
30.268,-133.220
30.313,-133.170
30.358,-133.120
30.403,-133.071
30.493,-132.971
30.538,-132.921
30.583,-132.871
30.628,-132.821
30.673,-132.771
30.717,-132.721
30.762,-132.670
30.807,-132.620
30.852,-132.570
30.897,-132.519
30.986,-132.419
31.031,-132.368
31.075,-132.318
31.120,-132.267
31.164,-132.216
31.209,-132.165
31.254,-132.115
31.298,-132.064
31.343,-132.013
31.387,-131.962
31.476,-131.860
31.521,-131.809
31.565,-131.758
31.609,-131.707
31.654,-131.655
31.698,-131.604
31.742,-131.553
31.786,-131.501
31.831,-131.450
31.919,-131.347
31.963,-131.295
32.008,-131.243
32.051,-131.192
32.096,-131.140
32.140,-131.088
32.184,-131.036
32.228,-130.984
32.272,-130.932
32.316,-130.880
32.404,-130.776
32.447,-130.724
32.491,-130.671
32.535,-130.619
32.579,-130.567
32.623,-130.514
32.667,-130.462
32.710,-130.409
32.754,-130.357
32.798,-130.304
32.885,-130.199
32.929,-130.146
32.972,-130.093
33.016,-130.040
33.059,-129.987
33.103,-129.934
33.146,-129.881
33.190,-129.827
33.233,-129.774
33.320,-129.668
33.363,-129.614
33.407,-129.561
33.450,-129.507
33.493,-129.454
33.537,-129.400
33.580,-129.346
33.623,-129.293
33.666,-129.239
33.709,-129.185
33.796,-129.077
33.839,-129.023
33.882,-128.969
33.924,-128.915
33.968,-128.861
34.011,-128.806
34.053,-128.752
34.096,-128.697
34.139,-128.643
34.182,-128.589
34.268,-128.479
34.310,-128.425
34.353,-128.370
34.396,-128.315
34.438,-128.260
34.481,-128.205
34.524,-128.150
34.566,-128.095
34.609,-128.040
34.694,-127.930
34.736,-127.874
34.779,-127.819
34.821,-127.764
34.864,-127.708
34.906,-127.653
34.948,-127.597
34.991,-127.541
35.033,-127.486
35.075,-127.430
35.159,-127.318
35.202,-127.262
35.244,-127.206
35.286,-127.150
35.328,-127.094
35.370,-127.038
35.412,-126.981
35.454,-126.925
35.496,-126.869
35.538,-126.812
35.621,-126.699
35.663,-126.642
35.705,-126.586
35.747,-126.529
35.788,-126.472
35.830,-126.415
35.872,-126.358
35.913,-126.301
35.955,-126.244
35.997,-126.187
36.080,-126.072
36.121,-126.015
36.162,-125.957
36.204,-125.900
36.245,-125.842
36.287,-125.784
36.328,-125.727
36.369,-125.669
36.411,-125.611
36.493,-125.495
36.534,-125.437
36.575,-125.379
36.616,-125.321
36.657,-125.263
36.698,-125.204
36.739,-125.146
36.780,-125.087
36.821,-125.029
36.862,-124.971
36.944,-124.853
36.984,-124.794
37.025,-124.736
37.066,-124.677
37.107,-124.617
37.148,-124.559
37.188,-124.499
37.229,-124.440
37.269,-124.381
37.310,-124.322
37.391,-124.203
37.431,-124.143
37.471,-124.084
37.512,-124.024
37.552,-123.964
37.592,-123.904
37.633,-123.845
37.673,-123.785
37.753,-123.665
37.793,-123.604
37.833,-123.544
37.873,-123.484
37.913,-123.424
37.953,-123.363
38.033,-123.242
38.073,-123.181
38.113,-123.121
38.153,-123.060
38.192,-122.999
38.232,-122.938
38.272,-122.877
38.312,-122.816
38.351,-122.755
38.391,-122.694
38.470,-122.571
38.509,-122.510
38.549,-122.448
38.588,-122.387
38.628,-122.325
38.667,-122.263
38.706,-122.201
38.745,-122.139
38.784,-122.078
38.824,-122.016
38.902,-121.891
38.941,-121.829
38.980,-121.767
39.019,-121.704
39.058,-121.642
39.097,-121.579
39.136,-121.517
39.174,-121.454
39.213,-121.391
39.252,-121.329
39.329,-121.203
39.368,-121.140
39.407,-121.077
39.445,-121.013
39.484,-120.950
39.522,-120.887
39.561,-120.823
39.599,-120.760
39.638,-120.696
39.676,-120.633
39.752,-120.505
39.791,-120.441
39.829,-120.378
39.867,-120.313
39.905,-120.249
39.943,-120.185
39.981,-120.121
40.019,-120.057
40.057,-119.992
40.095,-119.928
40.170,-119.799
40.208,-119.734
40.246,-119.669
40.284,-119.604
40.321,-119.539
40.359,-119.474
40.396,-119.409
40.434,-119.344
40.471,-119.279
40.546,-119.148
40.584,-119.082
40.621,-119.017
40.658,-118.951
40.695,-118.886
40.732,-118.820
40.770,-118.754
40.807,-118.688
40.844,-118.622
40.881,-118.556
40.955,-118.423
40.992,-118.357
41.028,-118.291
41.065,-118.224
41.102,-118.158
41.139,-118.091
41.175,-118.024
41.212,-117.957
41.249,-117.891
41.285,-117.823
41.358,-117.689
41.394,-117.622
41.431,-117.555
41.467,-117.488
41.503,-117.420
41.540,-117.352
41.576,-117.285
41.612,-117.217
41.648,-117.149
41.684,-117.081
41.756,-116.946
41.792,-116.877
41.828,-116.809
41.864,-116.741
41.899,-116.672
41.935,-116.604
41.971,-116.536
42.006,-116.467
42.042,-116.398
42.113,-116.261
42.149,-116.192
42.184,-116.123
42.219,-116.054
42.255,-115.984
42.290,-115.915
42.325,-115.846
42.360,-115.777
42.395,-115.707
42.431,-115.638
42.501,-115.498
42.536,-115.428
42.570,-115.358
42.605,-115.288
42.640,-115.218
42.675,-115.148
42.709,-115.078
42.744,-115.008
42.779,-114.937
42.813,-114.867
42.882,-114.726
42.917,-114.655
42.951,-114.584
42.985,-114.513
43.019,-114.442
43.054,-114.371
43.088,-114.300
43.122,-114.229
43.156,-114.157
43.190,-114.086
43.258,-113.943
43.292,-113.871
43.326,-113.799
43.359,-113.728
43.393,-113.656
43.427,-113.583
43.460,-113.511
43.494,-113.439
43.527,-113.367
43.561,-113.294
43.628,-113.150
43.661,-113.077
43.694,-113.004
43.727,-112.932
43.761,-112.859
43.794,-112.786
43.827,-112.713
43.860,-112.640
43.892,-112.566
43.926,-112.493
43.991,-112.346
44.024,-112.273
44.056,-112.199
44.089,-112.125
44.122,-112.052
44.154,-111.978
44.187,-111.904
44.219,-111.830
44.251,-111.756
44.316,-111.607
44.348,-111.532
44.380,-111.458
44.412,-111.383
44.444,-111.309
44.476,-111.234
44.508,-111.159
44.540,-111.084
44.572,-111.009
44.604,-110.934
44.667,-110.784
44.699,-110.708
44.730,-110.633
44.762,-110.557
44.793,-110.482
44.824,-110.406
44.856,-110.330
44.887,-110.254
44.918,-110.178
44.949,-110.102
45.012,-109.950
45.042,-109.874
45.074,-109.797
45.104,-109.721
45.135,-109.644
45.166,-109.568
45.197,-109.491
45.227,-109.414
45.258,-109.337
45.288,-109.260
45.349,-109.106
45.380,-109.028
45.410,-108.951
45.440,-108.874
45.470,-108.796
45.500,-108.718
45.531,-108.641
45.561,-108.563
45.590,-108.485
45.620,-108.407
45.680,-108.251
45.709,-108.172
45.739,-108.094
45.769,-108.016
45.798,-107.937
45.828,-107.859
45.857,-107.780
45.887,-107.701
45.916,-107.622
45.945,-107.543
46.003,-107.385
46.032,-107.306
46.061,-107.227
46.090,-107.147
46.119,-107.068
46.148,-106.988
46.177,-106.909
46.205,-106.829
46.234,-106.749
46.291,-106.589
46.319,-106.509
46.348,-106.429
46.376,-106.349
46.404,-106.268
46.432,-106.188
46.461,-106.107
46.489,-106.027
46.517,-105.946
46.545,-105.865
46.600,-105.703
46.628,-105.622
46.656,-105.541
46.683,-105.460
46.711,-105.379
46.738,-105.297
46.766,-105.216
46.793,-105.134
46.821,-105.052
46.848,-104.971
46.902,-104.807
46.929,-104.725
46.956,-104.643
46.983,-104.561
47.010,-104.479
47.037,-104.396
47.063,-104.314
47.090,-104.231
47.116,-104.149
47.143,-104.066
47.196,-103.900
47.222,-103.817
47.248,-103.734
47.275,-103.651
47.301,-103.568
47.327,-103.484
47.353,-103.401
47.379,-103.318
47.404,-103.234
47.456,-103.067
47.482,-102.983
47.507,-102.899
47.533,-102.815
47.558,-102.731
47.584,-102.647
47.609,-102.562
47.634,-102.478
47.659,-102.394
47.684,-102.309
47.734,-102.140
47.759,-102.055
47.784,-101.970
47.809,-101.885
47.834,-101.800
47.858,-101.715
47.883,-101.630
47.932,-101.459
47.956,-101.374
47.980,-101.288
48.005,-101.202
48.029,-101.117
48.053,-101.031
48.077,-100.945
48.101,-100.859
48.124,-100.773
48.148,-100.687
48.196,-100.515
48.219,-100.428
48.243,-100.342
48.266,-100.255
48.289,-100.169
48.313,-100.082
48.336,-99.995
48.359,-99.908
48.382,-99.821
48.405,-99.734
48.451,-99.560
48.474,-99.472
48.497,-99.385
48.519,-99.298
48.542,-99.210
48.564,-99.122
48.587,-99.035
48.609,-98.947
48.631,-98.859
48.676,-98.683
48.698,-98.595
48.720,-98.507
48.742,-98.419
48.763,-98.331
48.785,-98.242
48.807,-98.154
48.828,-98.065
48.850,-97.976
48.871,-97.888
48.914,-97.710
48.935,-97.621
48.956,-97.532
48.978,-97.443
48.999,-97.353
49.019,-97.264
49.040,-97.175
49.061,-97.085
49.082,-96.996
49.102,-96.906
49.143,-96.727
49.164,-96.637
49.184,-96.547
49.204,-96.457
49.225,-96.367
49.245,-96.277
49.265,-96.186
49.285,-96.096
49.304,-96.006
49.324,-95.915
49.364,-95.734
49.383,-95.643
49.402,-95.552
49.422,-95.462
49.441,-95.371
49.461,-95.280
49.480,-95.189
49.499,-95.098
49.518,-95.006
49.537,-94.915
49.574,-94.732
49.593,-94.641
49.612,-94.549
49.630,-94.458
49.649,-94.366
49.667,-94.274
49.685,-94.182
49.704,-94.090
49.722,-93.998
49.758,-93.814
49.776,-93.722
49.793,-93.629
49.811,-93.537
49.829,-93.444
49.846,-93.352
49.864,-93.259
49.881,-93.167
49.899,-93.074
49.916,-92.981
49.950,-92.796
49.967,-92.702
49.984,-92.609
50.001,-92.516
50.018,-92.423
50.034,-92.330
50.051,-92.236
50.068,-92.143
50.084,-92.049
50.100,-91.956
50.132,-91.769
50.149,-91.675
50.165,-91.581
50.181,-91.487
50.197,-91.393
50.212,-91.299
50.228,-91.205
50.244,-91.111
50.259,-91.017
50.275,-90.922
50.305,-90.734
50.321,-90.639
50.336,-90.545
50.351,-90.450
50.366,-90.356
50.380,-90.261
50.395,-90.166
50.410,-90.071
50.424,-89.976
50.439,-89.881
50.468,-89.691
50.482,-89.596
50.496,-89.501
50.510,-89.406
50.524,-89.311
50.538,-89.215
50.552,-89.120
50.566,-89.024
50.579,-88.929
50.607,-88.738
50.620,-88.642
50.633,-88.546
50.647,-88.450
50.660,-88.354
50.673,-88.258
50.686,-88.162
50.699,-88.066
50.712,-87.970
50.724,-87.874
50.749,-87.681
50.762,-87.585
50.774,-87.489
50.787,-87.392
50.799,-87.296
50.811,-87.199
50.823,-87.102
50.835,-87.006
50.847,-86.909
50.859,-86.812
50.882,-86.619
50.893,-86.522
50.905,-86.425
50.916,-86.328
50.927,-86.231
50.939,-86.134
50.950,-86.037
50.961,-85.939
50.972,-85.842
50.982,-85.745
51.004,-85.550
51.014,-85.453
51.025,-85.355
51.035,-85.258
51.045,-85.160
51.056,-85.062
51.066,-84.965
51.076,-84.867
51.086,-84.769
51.105,-84.574
51.115,-84.476
51.124,-84.378
51.134,-84.280
51.143,-84.182
51.153,-84.084
51.162,-83.986
51.171,-83.888
51.180,-83.790
51.189,-83.691
51.207,-83.495
51.215,-83.397
51.224,-83.298
51.232,-83.200
51.241,-83.101
51.249,-83.003
51.257,-82.904
51.266,-82.806
51.274,-82.707
51.281,-82.609
51.297,-82.411
51.305,-82.312
51.312,-82.214
51.320,-82.115
51.328,-82.016
51.335,-81.917
51.342,-81.818
51.349,-81.719
51.356,-81.621
51.363,-81.521
51.377,-81.323
51.384,-81.224
51.390,-81.125
51.397,-81.026
51.403,-80.927
51.409,-80.828
51.416,-80.729
51.422,-80.629
51.428,-80.530
51.440,-80.331
51.446,-80.232
51.451,-80.132
51.457,-80.033
51.462,-79.934
51.468,-79.834
51.473,-79.735
51.478,-79.635
51.483,-79.536
51.488,-79.436
51.498,-79.237
51.503,-79.137
51.508,-79.038
51.512,-78.938
51.517,-78.838
51.521,-78.738
51.526,-78.639
51.530,-78.539
51.534,-78.439
51.538,-78.339
51.546,-78.140
51.549,-78.040
51.553,-77.940
51.557,-77.840
51.560,-77.740
51.564,-77.640
51.567,-77.540
51.570,-77.441
51.573,-77.341
51.576,-77.241
51.582,-77.041
51.585,-76.941
51.588,-76.841
51.590,-76.741
51.592,-76.640
51.595,-76.540
51.597,-76.440
51.599,-76.340
51.602,-76.240
51.606,-76.040
51.607,-75.940
51.609,-75.840
51.611,-75.739
51.612,-75.639
51.614,-75.539
51.615,-75.439
51.616,-75.339
51.618,-75.239
51.619,-75.139
51.621,-74.938
51.621,-74.838
51.622,-74.738
51.622,-74.638
51.623,-74.538
51.624,-74.437
51.624,-74.337
51.624,-74.237
51.624,-74.137
51.624,-74.036
51.624,-73.836
51.624,-73.736
51.624,-73.636
51.623,-73.535
51.623,-73.435
51.622,-73.335
51.621,-73.135
51.620,-73.034
51.619,-72.934
51.618,-72.834
51.617,-72.734
51.616,-72.634
51.614,-72.534
51.613,-72.433
51.611,-72.333
51.608,-72.133
51.606,-72.033
51.604,-71.933
51.602,-71.832
51.601,-71.732
51.598,-71.632
51.596,-71.532
51.594,-71.432
51.591,-71.332
51.589,-71.232
51.583,-71.032
51.581,-70.932
51.578,-70.832
51.575,-70.732
51.572,-70.632
51.569,-70.532
51.565,-70.432
51.562,-70.332
51.558,-70.232
